"case_id","case_name","case_status","case_state","court_name","case_type","case_ongoing","case_special_collections","case_causes_of_action","case_issues"
15373,"Alford v. Moulder","Approved","Mississippi","Southern District of Mississippi","Public Benefits/Government Services","No","Same-Sex Marriage, Multi-LexSum (in sample)","42 U.S.C. § 1983","LGBTQ+, Public benefits (includes, e.g., in-state tuition, govt. jobs), Sexual orientation, Marriage, Disparate Impact, Disparate Treatment, Access to public accommodations - governmental, Access to public accommodations - privately owned, Government services"
8595,"EEOC v. SAFEWAY, INC.","Coding Complete","Missouri","Western District of Missouri","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Equal Pay Act, 29 U.S.C. §  206(d), Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Pay / Benefits, Direct Suit on Merits"
275,"Jordan v. Wokle","Coding Complete","Wisconsin","Eastern District of Wisconsin","Jail Conditions","Perhaps, but long-dormant",NULL,"42 U.S.C. § 1983","Crowding (General), Recreation / Exercise, Visiting"
45972,"Lentini v. Department of Government Efficiency","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Declaratory Judgment Act, 28 U.S.C. § 2201, Mandamus, 28 U.S.C. § 1361, All Writs Act, 28 U.S.C. § 1651, Federal Advisory Committee Act (FACA), 5 U.S.C. §§ 1001 et seq.","DOGE (Department of Government Efficiency)"
15384,"Jewett v. California Forensic Medical Group","Approved","California","Eastern District of California","Jail Conditions","Yes","Post-WalMart decisions on class certification, Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law","Administrative segregation, Staff (number, training, qualifications, wages), Placement in detention facilities, Medical care, general, Grievance procedures, Conditions of confinement, Solitary confinement/Supermax (conditions or process), Disability (inc. reasonable accommodations), Mobility impairment, Confinement/isolation, Failure to train, Reasonable Accommodations, Reasonable Modifications"
15072,"Perez v. City of Chicago","Approved","Illinois","Northern District of Illinois","Policing","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, State law","Excessive force, Over/Unlawful Detention (facilities), Conditions of confinement, Confinement/isolation, False arrest, Pattern or Practice, Torture"
7857,"EEOC v. SPARTAN STORES, INC.","Coding Complete","Michigan","Western District of Michigan","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
584,"U.S. v. California","Coding Complete","California","Eastern District of California","Prison Conditions","No","California's Prisoners' Rights Bar article, Multi-LexSum (in sample)","Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. § 1997 et seq.","Classification / placement, Staff (number, training, qualifications, wages), Sanitation / living conditions, Dental care, Medical care, general, Medication, administration of, Mental health care, general, Bathing and hygiene"
10470,"United States v. Nassau County Police Department","Approved","New York","Eastern District of New York","Equal Employment","Yes",NULL,"42 U.S.C. § 1983, Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Race discrimination, Black, Hispanic, Male, Female, National origin discrimination, Pregnancy discrimination, Disparate Impact, Pattern or Practice, Hiring, Testing, Training, Accommodation / Leave, Promotion"
9317,"EEOC v. MACOMB FAMILY SERVICES, INC. & COMMUNITY","Coding Complete","Michigan","Eastern District of Michigan","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
15387,"Price v. City of Stockton","Coding Complete","California","Eastern District of California","Fair Housing/Lending/Insurance","No",NULL,"42 U.S.C. § 1983, Fair Housing Act/Fair Housing Amendments Act (FHAA), 42 U.S.C. §§ 3601 et seq., State law","Housing assistance, Poverty/homelessness, Public assistance grants, Race, unspecified, Disability (inc. reasonable accommodations), Housing"
16091,"In re DreamHost","Approved","District of Columbia","U.S. Court of Appeals for the District of Columbia Circuit","Speech and Religious Freedom","No","Trump Administration 1.0 & 2.0 FOIA cases",NULL,"Confidentiality, Website"
8263,"EEOC v. ST PAUL METALCRAFT","Coding Complete","Minnesota","District of Minnesota","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
15394,"Johnson v. Shaffer","Approved","California","Eastern District of California","Criminal Justice (Other)","No","Post-PLRA enforceable consent decrees, Post-WalMart decisions on class certification, Multi-LexSum (in sample)","42 U.S.C. § 1983, State law","Incident/accident reporting & investigations, Over/Unlawful Detention (facilities), Parole grant/revocation, Disparate Treatment"
43501,"White v. State Board of Election Commissioners","Approved","Mississippi","Northern District of Mississippi","Election/Voting Rights","Yes",NULL,"42 U.S.C. § 1983, Voting Rights Act, section 2, 52 U.S.C. § 10301 (previously 42 U.S.C. § 1973), Ex parte Young (federal or state officials)","Race discrimination, Black, Challenges to at-large/multimember district/election, Redistricting/district composition, Vote dilution, Disparate Impact, Disparate Treatment, Voting: General & Misc."
15398,"George v. Louisiana Department of Public Safety and Corrections","Approved","Louisiana","Middle District of Louisiana","Criminal Justice (Other)","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Disciplinary procedures, Placement in detention facilities, Mental Illness, Unspecified, Habeas Corpus, Over/Unlawful Detention (facilities), Conditions of confinement, Parole grant/revocation, Disability (inc. reasonable accommodations), Mental impairment, Commitment procedure, Failure to train, False arrest"
581,"Ribs v. Taylor","Approved","California","Central District of California","Prison Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Religious programs / policies"
9316,"EEOC v. SPITZER MANAGEMENT, INC.","Approved","Ohio","Northern District of Ohio","Equal Employment","No","Multi-LexSum (in sample)","42 U.S.C. § 1981, State law, Title VII (including PDA), 42 U.S.C.  § 2000e, State Anti-Discrimination Law","Other, Race discrimination, Black, Asian/Pacific Islander, National origin discrimination, Religion discrimination, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
228,"Davis v. Friese","Coding Complete","Oregon","District of Oregon","Jail Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Access to lawyers or judicial system, Female"
10320,"United States of America v. Zuni Public School District","Coding Complete","New Mexico","District of New Mexico","Equal Employment","No","IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment"
18491,"Marshall v. NYS Public High School Athletic Assn.","Approved","New York","Western District of New York","Disability Rights","No reason to think so",NULL,"Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Juveniles, Disability, unspecified, Disability (inc. reasonable accommodations), Special education, Reasonable Accommodations, Sports"
46066,"State of New York v. Trump","Approved","New York","Southern District of New York","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","DOGE (Department of Government Efficiency), Access to information systems"
7765,"EEOC v. A & A READY MIX CONCRETE INC.","Approved","California","Central District of California","Equal Employment","No",NULL,"Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Retaliation, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
46112,"United States v. State of New York","Coding Complete","New York","Northern District of New York","Immigration and/or the Border","Yes","Trump Administration 2.0: Litigation and Investigations Involving the Government, Trump Administration 2.0: Litigation and Investigations Involving the Government",NULL,"Undocumented immigrants - rights and duties, Undocumented immigrants - state and local regulation, Sanctuary city/state"
18300,"E.S. v. State","Approved","Alaska","District of Alaska","Disability Rights","No",NULL,"Medicaid, 42 U.S.C §1396 (Title XIX of the Social Security Act)","Mental impairment"
7957,"EEOC v. Empire Healthchoice HMO, Inc.","Coding Complete","New York","Eastern District of New York","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq.","Age discrimination, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Accommodation / Leave, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Promotion, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
15888,"M.B. v. Tidball","Coding Complete","Missouri","Western District of Missouri","Child Welfare","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, Adoption Assistance and Child Welfare Act of 1980 (AACWA), 42 U.S.C. §§  620 et seq.","Personal injury, Staff (number, training, qualifications, wages), Foster care (benefits, training), Informed consent/involuntary medication, Juveniles, Neglect by staff, Placement in mental health facilities, Record-keeping, Medical care, general, Mental health care, general, Intellectual disability/mental illness dual diagnosis, Self-injurious behaviors, Suicide prevention, Mental Illness, Unspecified, Medical care, unspecified, Mental health care, unspecified, Failure to supervise, Adoption Assistance and Child Welfare Act, Records Disclosure, Mental impairment, Aggressive behavior, Failure to train, Pattern or Practice, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
468,"Assoc. for Retarded Citizens of North Dakota v. Olson","Coding Complete","North Dakota","District of North Dakota","Intellectual Disability (Facility)","No",NULL,"Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Crowding (General), Staff (number, training, qualifications, wages), Food service / nutrition / hydration, Fire safety, Habilitation (training/treatment), Individualized planning, Neglect by staff, Restraints (physical), Intellectual/developmental disability, unspecified"
18415,"A.A. v. Walled Lake Consolidated Schools","Approved","Michigan","Eastern District of Michigan","Disability Rights","No",NULL,"Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Mental impairment"
8271,"EEOC v. LUCKY 9 CAR WASH LP, ta MR. WASH","Coding Complete","Maryland","District of Maryland","Equal Employment","No","EEOC Study — in sample","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq.","Age discrimination, Disparate Treatment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
229,"Jungwirth v. Barnes","Coding Complete","Oregon","District of Oregon","Jail Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Access to lawyers or judicial system, Law library access, Male"
17579,"J.P. v. Educational Testing Services","Coding Complete","California","Central District of California","Education","Yes","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Disability, unspecified, Screen readers and similar accessibility devices, Disability (inc. reasonable accommodations), Testing, Accommodation / Leave, Access to public accommodations - privately owned, Testing"
