unique_id,text
8131990-152882273-157916793,Amended Schedules (No Fee Required) AND Declaration About Individual Debtors Schedules
8131990-152106379-157109402,Post-Confirmation Modified Chapter 13 Plan under 1329(d) (CARES Act)
8131990-151120893-156016349,BNC Certificate of Mailing - PDF Document
8131990-150893167-155751506,Correspondence
8131990-150878781-155736395,Chapter 13 Trustee's Final Report and Account(batch)
8131990-147674848-152433626,Certification for Completion of Chapter 13 Plan (Form 2831)
8131990-147348376-152103698,Notice of Appearance and Request for Notice
8131990-146867071-151615280,BNC Certificate of Mailing - PDF Document
8131990-128457498-132936874,Correspondence
8131990-42358300-44610381,BNC Certificate of Mailing - PDF Document
8127958-83898424-88047769,Judgment
8127958-59961249-64060554,Transcript
8127958-42514792-44768444,Order
8127958-42247424-44498556,Complaint
61564913-190374555-195955026,Order Dismissing Case
61564913-188745710-194301789,Order to Show Cause
61564913-186513508-192032860,Letter
61564913-180752271-186185735,Complaint (Attorney)
61564913-180752271-186257250,Designation Form
61564913-180752271-186257249,Civil Cover Sheet
61564913-180854728-186290329,Summons Issued
61564913-180787406-186221929,Complaint (Attorney)
67174990-270674622-276877173,Sealed Document
67174990-270674621-276877172,Sealed Document
67174990-270674620-276877171,Sealed Order
67174990-270674619-276877170,Sealed Document
67174990-270674618-276877169,Sealed Order
67174990-270674617-276877168,Sealed Document
67174990-270674616-276877167,Sealed Order
43121437-297370487-303601183,BNC Certificate of Mailing-Order Closing Case
43121437-297006994-303237149,Closing Case (ALL CHAPTERS)
43121437-293933801-300158084,BNC Certificate of Mailing - Order of Discharge
43121437-293579963-299803820,Discharging Debtor(s)
43121437-286762149-292979402,Meeting of Creditors Held with Proceeding Memo
43121437-286752035-292969253,Chapter 7 Trustee's Report of No Distribution - No Funds
43121437-281345229-287554791,BNC Certificate of Mailing - Meeting of Creditors
43121437-281071944-287281395,Meeting of Creditors Chapter 7 No Asset
43121437-280803175-287012531,Case Administrator Assigned - Multiple Docket
6773237-355323987-361825324,No Opposition Filed
6773237-353240393-359720104,No Opposition Filed
6773237-353020843-359495369,Hearing Set Pending Opposition
6773237-351367815-357808267,Hearing Set Pending Opposition
6773237-350237062-356676284,Hearing Set Pending Opposition
6773237-349070071-355508565,No Opposition Filed
6773237-344003821-350338418,Hearing Set Pending Opposition
6773237-332182099-338482159,Case Assigned
6773237-26503956-28576419,BNC Certificate of Mailing - Order
6773237-26340055-28411566,Final Decree Ch 7 & 13
44161395-355761849-362275432,Final Decree - chp 7 & 13
44161395-352225418-358681125,Chapter 7 Final Account filed by the U.S. Trustee
44161395-343549864-349882620,BNC Certificate of Mailing
44161395-343202289-349534134,Compensation
44161395-341413579-347739516,Compensation
44161395-341344789-347670242,Chapter 7 Trustee Final Report and U.S. Trustee Review
44161395-328421147-334685309,BNC Certificate of Mailing
44161395-328084309-334348095,Release / Retain Debtor's Income/Refund
44161395-326506092-332767538,Release / Retain Debtor's Income/Refund
44161395-322631740-328891076,Interim Report
44161395-311081869-317331646,BNC Certificate of Mailing
44161395-310785285-317034932,Discharge of Debtor
44161395-308356433-314602042,BNC Certificate of Mailing
44161395-308001189-314246061,Notice of Requirement to Complete Course in Financial Management
44161395-307792328-314036606,BNC Certificate of Mailing
44161395-307437182-313678282,Notice to File Claims
44161395-307382296-313622505,Interim Report
44161395-307382295-313622504,Request for Notice to File Claims
44161395-306087717-312326159,Chapter 7 Initial Report
44161395-301245497-307479372,BNC Certificate of Mailing
44161395-301145170-307379045,Verify Case - Chapter 7 Individual
44161395-301048079-307281459,Meeting of Creditors 7 (No Asset)
55656931-246400732-252565855,Final Decree
55656931-244214520-250378615,BNC Certificate of Notice - Order of Discharge
55656931-243877221-250040746,Discharging Debtor
67034385-347388984-353806249,"BNC Court Certificate of Notice re Discharge of Debtor, Chapter 7"
67034385-347148606-353559824,Closing Case (Chapter 7 No Asset)
67034385-347031473-353440244,"Discharge of Debtor(s), Chapter 7 (BNC)"
67034385-299749033-305981873,Financial Management - Certificate of Debtor Education
67034385-298958086-305190777,Services Rendered Pursuant to 330(e) by Trustee (paperless entry)
67034385-285140250-291355356,Report of No Distribution by Chapter 7 Trustee - No Funds
67034385-249516264-255682055,Notice of Debtor's Prior Filings (ADI)
67034385-245280689-251445656,Special Notice (Request) (paperless entry)
67034385-244168528-250332573,Voluntary Petition (Chapter 7) (fee) - case upload
67034385-244168526-250332571,Certificate of Credit Counseling for Debtor (caseupload)
67034385-244168524-250332569,Declaration Re: Electronic Filing (CSD 1801)
67034385-244168523-250332568,Statement About Your Social Security Number (121) (secured image)
67034385-244168519-250332564,Auto-docket of credit card
67034385-244168518-250332563,CASB Meeting of Creditors Chapter 7
45501383-303374536-309609417,Final Decree - ADI
45501383-303374535-309609416,Close Bankruptcy Case - ADI
45501383-299358249-305591030,BNC Certificate of Mailing - Order of Discharge
45501383-299264185-305496955,Request to Withdraw Reaffirmation Notice
45501383-299003492-305236256,Discharge of Debtor - ADI
45501383-298260009-304491536,First Meeting of Creditors Held Chapter 7 - No Exceptions
45501383-298260008-304491535,Chapter 7 Trustee's Report of No Distribution - no funds
45501383-298053213-304284500,Personal Financial Management Course Certificate
45501383-297456219-303687216,Reaffirmation Agreement
45501383-295551350-301779360,First Meeting of Creditors Statement of Adjourning/Continuing
45501383-295421095-301648590,UST - Supplemental Statement of No Presumed Abuse
45501383-294754460-300979459,BNC Certificate of Mailing - Statement of Presumed Abuse
45501383-293991487-300215811,UST - Statement of Presumed Abuse
45501383-293496133-299719687,Reaffirmation Agreement
45501383-293383491-299606963,BNC Certificate of Mailing - PDF Document
45501383-293354885-299578325,BNC Certificate of Mailing - PDF Document
45501383-293113946-299336944,Appearance and Request Notice
45501383-293089875-299312862,Relief from Stay
45501383-292986881-299209809,Relief from Stay
45501383-292937433-299160354,First Meeting of Creditors Statement of Adjourning/Continuing
45501383-291063407-297283478,Relief from Stay (Fee)
45501383-291063404-297283475,Autodocket US Treasury Receipt
45501383-291063401-297283472,"Hearing Notice, IF AND ONLY IF Objections Served"
45501383-290365404-296584645,Relief from Stay (Fee)
45501383-290365402-296584643,Autodocket US Treasury Receipt
45501383-290365401-296584642,"Hearing Notice, IF AND ONLY IF Objections Served"
45501383-289721873-295940864,Appearance and Request Notice
45501383-289178870-295397792,BNC Certificate of Mailing - First Meeting of Creditors
45501383-289152259-295371153,Appearance and Request Notice
45501383-288892070-295110548,First Meeting of Creditors and Discharge Issuance Set - Chapter 7
45501383-288781241-294999642,Voluntary Petition (Chapter 7) (Fee)
45501383-288781240-294999641,Autodocket US Treasury Receipt
45501383-288781235-294999636,Certificate of Credit Counseling
45501383-288781233-294999634,Employee Income Records
45501383-288781232-294999633,Declaration Re Electronic Filing - Statement of SSN AND Copy of Social Security Card - Photo ID
45536121-278662977-284870696,Judgment
45536121-278532404-284740064,Downward departure
45536121-278522171-284729829,Sentencing
45536121-278522156-284729814,Order on Motion for Downward Departure
45536121-278263137-284470748,Downward departure
45536121-278180489-284388065,Order on Motion to Continue 
45536121-278149882-284357447,Continue
45536121-270150481-276352403,Acceptance of plea
45536121-268685900-274882530,Consent regarding entry of plea
45536121-268685899-274882529,Consent to institute presentence investigation report
45536121-268621840-274818456,Change of Plea Hearing
45536121-268621839-274818455,Report and Recommendations concerning plea of guilty
45536121-267708940-273905504,Notice of Hearing
45536121-267452154-273648609,Plea Agreement
45536121-267440990-273637435,Plea Agreement
45536121-267371118-273567538,Plea Agreement
45536121-266705475-272901018,Status Conference
45536121-266457186-272652569,Notice of Hearing
45536121-265825497-272020810,Notice canceling hearing
45536121-265701642-271896898,Waiver of Presence at Arraignment
45536121-265062796-271256284,Notice of Hearing
45536121-265011179-271204626,Indictment
45536121-178596941-183992855,Transfer Out / Probationer
45536121-177120804-182489671,Notice to Receiving District of Criminal Case Transfer
45565297-251298735-257467271,BNC Certificate of Mailing
45565297-250963794-257132310,Order Closing Case Without Discharge (FORMS) (Chapter 13 Only)
45565297-248406284-254571874,BNC Certificate of Mailing
45565297-248234391-254399888,Chapter 13 Trustee's Final Report and Account (batch) (BNC NOTICING)
45565297-239689420-245848508,BNC Certificate of Mailing
45565297-239553700-245712564,BNC Certificate of Mailing
45565297-239320476-245479278,1328 Certification
45565297-239295004-245453781,Chapter 13 Trustee's Notice of Plan Completion (batch)(BNC NOTICING)
45565297-236045481-242199048,Withdrawal of Motion to Dismiss
45565297-234981151-241134200,Response
45565297-234364786-240517562,BNC Certificate of Mailing
45565297-234246576-240399349,Chapter 13 Trustee's Motion to Dismiss Case (batch) (BNC NOTICING)
45565297-233335544-239487847,Substitute Attorney
46757014-262678772-268870052,Close bankruptcy case
46757014-261906582-268097178,Approving chapter 13 trustee report and discharging trustee
46757014-256707886-262882414,BNC certificate of mailing - PDF document
46757014-256236308-262410672,Final report summary (batch)
46757014-256225358-262399706,Chapter 13 trustee's final report and account
46757014-253165693-259336477,BNC certificate of mailing - PDF document
46757014-252919273-259090032,Discharging debtor
46757014-250045390-256212659,Debtor(s) certification and motion for entry of chapter 12/13 discharge
46757014-249552062-255717900,Trustee's notice of certification of plan payment completion
46757014-248271127-254436636,BNC certificate of mailing - PDF document
46757014-248025779-254191156,Approving modified plan after confirmation
46757014-245045190-251210144,Chapter 13 Plan
46757014-237522895-243679614,Notice of change of address
46760980-307239291-313479182,BNC Certificate of Mailing-bk
46760980-306889872-313129058,Final Decree
46760980-306889835-313129021,Close Bankruptcy Case
46760980-305233896-311471594,BNC Certificate of Mailing-bk
46760980-304802839-311039533,Discharging Debtor(s)
46760980-299281928-305514701,Meeting of Creditors Chapter 7 Closed for No Asset Cases
46760980-299281901-305514674,Chapter 7 Trustee's Report of No Distribution
46760980-298178664-304410097,Financial Management Course
46760980-298178662-304410095,Financial Management Course
46760980-296535725-302764935,BNC Certificate of Mailing - Meeting of Creditors
46760980-296219421-302448236,Declaration Re: Electronic Filing
46760980-296219415-302448230,Meeting of Creditors Chapter 7 No Asset Individual
46760980-295259152-301485578,Notice of Review of Bankruptcy Petition
46760980-295174847-301401037,Voluntary Petition Chapter 7
46760980-295174845-301401035,Notice Regarding Filing of Mailing Matrix - Local Bankruptcy Form 29
46760980-295174844-301401034,Certificate of Credit Counseling
46760980-295174843-301401033,Certificate of Credit Counseling
46760980-295174842-301401032,Employee Income Records
46760980-295174841-301401031,Employee Income Records
46760980-295174840-301401030,none
46807144-306804809-313043838,Close Bankruptcy Case
46807144-306686658-312925373,Ch 13 UST Form 13-FR-S -batch-
46807144-303930383-310166627,BNC Certificate of Mailing-bk
46807144-303520625-309755992,Dismissing Case or Debtor
46807144-302545315-308779556,BNC Certificate of Mailing-bk
46807144-302394530-308628727,Notice of Mortgage Payment Change
46807144-302260248-308494371,Notice of Mortgage Payment Change (No Proof of Claim Filed)
46807144-302244008-308478131,BNC Certificate of Mailing - PDF Document
46807144-301943936-308178008,Extend Time to Complete the Bankruptcy Filing
46807144-301912888-308146953,Notice of Appearance and Request for Notice
46807144-301805563-308039625,Extend Time to Complete the Bankruptcy Filing
46807144-300727699-306960784,Notice of Review of Bankruptcy Petition
46807144-300606205-306839253,none
46807144-300606178-306839226,Declaration Re: Electronic Filing
46807144-300558740-306791785,Voluntary Petition Chapter 13
46807144-300558739-306791784,Notice Regarding Filing of Mailing Matrix - Local Bankruptcy Form 29
