unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
7126218-28548573-30636660,"Appeal Transcript filed as to Sitesh Bansi Patel for Jury Trial (Testimony of Lester, Ramos and Royster) for dates of 3/8/17 before Judge James P. Jones, re 166 USCA Appeal Transcript Order Acknowledgment, Court Reporter: Bridget A. Dickert, OCR, Telephone number: bridgetd@vawd.uscourts.gov. NOTICE RE REDACTION OF TRANSCRIPTS:The parties have seven (7) calendar days to file with the Court a Notice of Intent to Request Redaction of this transcript. If no such Notice is filed, the transcript will be made remotely electronically available to the public without redaction after 90 calendar days. The policy is located on our website at www.vawd.uscourts.gov Does this satisfy all appellate orders for this reporter? No Transcript may be viewed at the court public terminal or purchased through the Court Reporter/Transcriber before the deadline for Release of Transcript Restriction. After that date it may be obtained through PACER. Redaction Request due 8/28/2017. Redacted Transcript Deadline set for 9/6/2017. Release of Transcript Restriction set for 11/6/2017. (bad)",gpt-4o-mini-2024-07-18,557,2,Notice,Other
7126218-28548572-30636659,"Financial arrangements made (Ordinary-30 calendar days Service) re 171 Transcript Request, as to Sitesh Bansi Patel Transcript due by 8/24/2017. (bad)",gpt-4o-mini-2024-07-18,346,2,Other,Other
7126218-28548571-30636658,"Financial arrangements made (Ordinary-30 calendar days Service) re 170 Transcript Request, as to Sitesh Bansi Patel (Carol Jacobs White, Court Reporter) Transcript due by 8/23/2017. (bkd)",gpt-4o-mini-2024-07-18,355,2,Other,Other
7126218-28548570-30636657,"TRANSCRIPT REQUEST (COPY *Only applies if original transcript has been ordered Service) by USA as to Sitesh Bansi Patel for Jury Trial & Sentencing held on 3/6-10/17 & 6/6/17 reported by Court Reporter Bridget Dickert before Judge Jones. Transcript Due Deadline will be set when Financial Arrangements are made. (Ramseyer, Steven)",gpt-4o-mini-2024-07-18,386,2,Other,Request / Motion
7126218-28548569-30636656,"TRANSCRIPT REQUEST (COPY *Only applies if original transcript has been ordered Service) by USA as to Sitesh Bansi Patel for IA/ARR & PTC held on 8/4/16 & 2/21/17 reported by Court Reporter Carol Jacobs White before Judge Sargent. Transcript Due Deadline will be set when Financial Arrangements are made. (Ramseyer, Steven)",gpt-4o-mini-2024-07-18,386,2,Other,Request / Motion
7126218-28548568-30636655,"Appeal Transcript filed as to Sitesh Bansi Patel for Jury Trial for dates of 3/7/17 before Judge James P. Jones, re 166 USCA Appeal Transcript Order Acknowledgment, Court Reporter: Bridget A. Dickert, OCR, Telephone number: bridgetd@vawd.uscourts.gov. NOTICE RE REDACTION OF TRANSCRIPTS:The parties have seven (7) calendar days to file with the Court a Notice of Intent to Request Redaction of this transcript. If no such Notice is filed, the transcript will be made remotely electronically available to the public without redaction after 90 calendar days. The policy is located on our website at www.vawd.uscourts.gov Does this satisfy all appellate orders for this reporter? No Transcript may be viewed at the court public terminal or purchased through the Court Reporter/Transcriber before the deadline for Release of Transcript Restriction. After that date it may be obtained through PACER. Redaction Request due 8/14/2017. Redacted Transcript Deadline set for 8/22/2017. Release of Transcript Restriction set for 10/20/2017. (bad)",gpt-4o-mini-2024-07-18,546,2,Notice,Other
7126218-28548567-30636654,"Appeal Transcript filed as to Sitesh Bansi Patel for Jury Trial, Opening Statements and Testimony of Steven Wood, for dates of 3/6/17 before Judge James P. Jones, re 166 USCA Appeal Transcript Order Acknowledgment, Court Reporter: Bridget A. Dickert, OCR, Telephone number bridgetd@vawd.uscourts.gov. NOTICE RE REDACTION OF TRANSCRIPTS:The parties have seven (7) calendar days to file with the Court a Notice of Intent to Request Redaction of this transcript. If no such Notice is filed, the transcript will be made remotely electronically available to the public without redaction after 90 calendar days. The policy is located on our website at www.vawd.uscourts.gov Does this satisfy all appellate orders for this reporter? No Transcript may be viewed at the court public terminal or purchased through the Court Reporter/Transcriber before the deadline for Release of Transcript Restriction. After that date it may be obtained through PACER. Redaction Request due 8/10/2017. Redacted Transcript Deadline set for 8/21/2017. Release of Transcript Restriction set for 10/18/2017. (bad)",gpt-4o-mini-2024-07-18,555,2,Notice,Other
7126218-28548566-30636653,"CANCELLED USCA Appeal Transcript Order Acknowledgment re 150 Notice of Appeal - Final Judgment to 4CCA Court Reporter: Janelle Mundy, Contract Court Reporter. (Opening Statements 3/6/17) Appeal Transcript due by 8/24/2017. (bkd) Modified on 9/22/2017 to reflect, Court Reporter: Janelle Mundy did not transcribe opening statements. Cancelled request by 4th Circuit (bw).",gpt-4o-mini-2024-07-18,408,2,Other,Other
7126218-52598525-56626880,Notice of Appearance - Probation Officer: Ryan S. Thayer as to Sitesh Bansi Patel (df),gpt-4o-mini-2024-07-18,330,2,Notice,Notice
7126218-28548529-30636616,NOTICE OF HEARING as to Sitesh Bansi Patel (BOND) (CR) Sentencing set for 6/6/2017 10:00 AM in Abingdon before Judge James P. Jones.(lml),gpt-4o-mini-2024-07-18,355,2,Notice,Notice
7126218-28548528-30636615,"EXHIBIT LIST - Jury Trial - Day 5 as to Sitesh Bansi Patel # 1 Excluded Exhibit - Defendant's Exhibit #77, # 2 Government's Exhibit #55, # 3 Defendant's Exhibit #74, # 4 Defendant's Exhibit #75) (lml).",gpt-4o-mini-2024-07-18,369,2,Other,Other
7126218-28548527-30636614,"JURY VERDICT as to Sitesh Bansi Patel (1) Guilty on Counts 1,2,3-5. (lml)",gpt-4o-mini-2024-07-18,338,3,Verdict,Verdict
7126218-28548526-30636613,Jury Instructions as to Sitesh Bansi Patel (lml),gpt-4o-mini-2024-07-18,321,2,Other,Proposed Court Filings
7126218-28548525-30636612,ORAL ORDER denying 115 Motion for Declaration of Mistrial as to Sitesh Bansi Patel (1). Entered by Judge James P. Jones on 3/10/2017. (lml),gpt-4o-mini-2024-07-18,351,2,Order,Order
7126218-28548524-30636611,ORAL MOTION for Declaration of Mistrial based on the line of cross examination that is based upon items seized during the search of SK Labs re: 12D/other motion as stated by Sitesh Bansi Patel. (lml),gpt-4o-mini-2024-07-18,357,4,Request / Motion,Request / Motion
7126218-28548523-30636610,Minute Entry for proceedings held before Judge James P. Jones:Jury Trial - Day 5 as to Sitesh Bansi Patel held on 3/10/2017 (Court Reporter Bridget Dickert) (lml),gpt-4o-mini-2024-07-18,352,3,Minute Entry,Minute Entry
7126218-28548522-30636609,"JUDGMENT as to Guillermo Willy Ramos (2), Count 1, PROBATION: Two (2) years; Special Assessment: $100.00; Counts 2, 3-5, Dismissed pursuant to plea agreement. Signed by Judge James P. Jones on 3/10/2017. (Attachments: # 1 Order of Forfeiture) (lml)",gpt-4o-mini-2024-07-18,390,3,Judgment,Judgment
7126218-28548521-30636608,ORAL ORDER granting 110 Oral Motion for Substantial Assistance as to Guillermo Willy Ramos (2). Entered by Judge James P. Jones on 3/10/2017. (lml),gpt-4o-mini-2024-07-18,348,2,Order,Order
7126218-28548520-30636607,Oral Motion for Substantial Assistance by USA as to Guillermo Willy Ramos. (lml),gpt-4o-mini-2024-07-18,326,4,Request / Motion,Request / Motion
7126218-28548519-30636606,ORAL ORDER finding as moot 105 Motion for Downward Departure as to Guillermo Willy Ramos (2). Entered by Judge James P. Jones on 3/10/2017. (lml),gpt-4o-mini-2024-07-18,349,2,Order,Order
7126218-28548518-30636605,"Minute Entry for proceedings held before Judge James P. Jones:Sentencing held on 3/10/2017 for Guillermo Willy Ramos (2), Count 1, PROBATION: Two (2) years; Special Assessment: $100.00; Counts 2, 3-5, Dismissed pursuant to plea agreement. (Court Reporter Bridget Dickert) (lml)",gpt-4o-mini-2024-07-18,387,3,Minute Entry,Minute Entry
7126218-28548517-30636604,Refused Government Exhibit # 53 as to Sitesh Bansi Patel (Attachments: # 1 Refused Government Exhibit # 54) (flc) (Entered: 03/14/2017),gpt-4o-mini-2024-07-18,350,2,Other,Other
7126218-28548516-30636603,"EXHIBIT LIST - Jury Trial - Day 4 as to Sitesh Bansi Patel. (flc) (Additional attachment(s) added on 3/14/2017: # 1 Defense Exhibit # 29, # 2 Defense Exhibit # 30, # 3 Defense Exhibit # 31, # 4 Defense Exhibit # 32, # 5 Defense Exhibit # 33, # 6 Defense Exhibit # 34, # 7 Defense Exhibit # 35, # 8 Defense Exhibit # 36, # 9 Defense Exhibit # 37, # 10 Defense Exhibit # 38, # 11 Defense Exhibit # 39, # 12 Defense Exhibit # 40, # 13 Defense Exhibit # 41, # 14 Defense Exhibit # 42, # 15 Defense Exhibit # 43, # 16 Defense Exhibit # 44, # 17 Defense Exhibit # 45, # 18 Defense Exhibit # 46, # 19 Defense Exhibit # 47, # 20 Defense Exhibit # 48, # 21 Defense Exhibit # 49, # 22 Defense Exhibit # 50, # 23 Defense Exhibit # 51 thru # 70, # 24 Defense Exhibit # 71, # 25 Defense Exhibit # 72, # 26 Defense Exhibit # 73, # 27 Defense Exhibit # 76, # 28 Government Exhibit # 51, # 29 Government Exhibit # 52) (flc). (Entered: 03/10/2017)",gpt-4o-mini-2024-07-18,625,2,Other,Other
7126218-28548515-30636602,"Minute Entry for proceedings held before Judge James P. Jones:Jury Trial - Day 4 as to Sitesh Bansi Patel held on 3/9/2017. Defendant remained on bond. (Court Reporter Bridget Dickert, OCR) (flc) (Entered: 03/10/2017)",gpt-4o-mini-2024-07-18,371,3,Minute Entry,Minute Entry
7126218-28548514-30636601,"First MOTION for Downward Departure by Guillermo Willy Ramos. (Chafin, Augustus)",gpt-4o-mini-2024-07-18,325,4,Request / Motion,Request / Motion
7126218-28548513-30636600,"SENTENCING MEMORANDUM by Guillermo Willy Ramos (Attachments: # 1 Exhibit Individualized Education Program)(Chafin, Augustus)",gpt-4o-mini-2024-07-18,336,7,Brief / Memorandum of Law,Brief / Memorandum of Law
7126218-28548512-30636599,ORAL ORDER denying 102 Oral Renewed Motion to Dismiss Counts due to duplicity as to Sitesh Bansi Patel (1). Entered by Judge James P. Jones on 3/8/2017. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,367,2,Order,Order
7126218-28548511-30636598,Oral Renewed Motion to Dismiss Counts due to duplicity by Sitesh Bansi Patel. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,342,4,Request / Motion,Request / Motion
7126218-28548510-30636597,ORAL ORDER denying 100 Oral Motion for Judgment of Acquittal as to Sitesh Bansi Patel (1). Entered by Judge James P. Jones on 3/8/2017. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,364,2,Order,Order
7126218-28548509-30636596,ORAL MOTION for Judgment of Acquittal by Sitesh Bansi Patel. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,340,4,Request / Motion,Request / Motion
7126218-28548508-30636595,ORAL ORDER denying 97 Oral Motion for Declaration of Mistrial as to Sitesh Bansi Patel (1). Entered by Judge James P. Jones on 3/8/2017. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,363,2,Order,Order
7126218-28548507-30636594,"EXHIBIT LIST Motion for Mistrial (DE 97) by Sitesh Bansi Patel (Attachments: # 1 Defendant's Exhibit 1, # 2 Defendant's Exhibit 2, # 3 Defendant's Exhibit 3)(lml) (Entered: 03/09/2017)",gpt-4o-mini-2024-07-18,371,4,Request / Motion,Request / Motion
7126218-28548506-30636593,ORAL MOTION for Declaration of Mistrial by Sitesh Bansi Patel. (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,339,4,Request / Motion,Request / Motion
7126218-28548505-30636592,"EXHIBIT LIST - Jury Trial - Day 3 as to Sitesh Bansi Patel # 1 Government's Exhibit C1, # 2 Government's Exhibit C2, # 3 Government's Exhibit #45, # 4 Government's Exhibit #46, # 5 Government's Exhibit #47, # 6 Government's Exhibit #48, # 7 Government's Exhibit #49, # 8 Government's Exhibit #50) # 9 Defendant's Exhibit #16, # 10 Defendant's Exhibit #17, # 11 Defendant's Exhibit 18, # 12 Defendant's Exhibit #19, # 13 Defendant's Exhibit #20, # 14 Defendant's Exhiibt #21, # 15 Defendant's Exhibit #22) # 16 Defendant's Exhibit #23, # 17 Defendant's Exhiibt #24, # 18 Defendant's Exhibit #25, # 19 Defendant's Exhibit #26, # 20 Defendant's Exhibit #27, # 21 Defendant's Exhibit #28) (lml). (Entered: 03/09/2017)",gpt-4o-mini-2024-07-18,533,2,Other,Other
7126218-28548504-30636591,Minute Entry for proceedings held before Judge James P. Jones:Jury Trial - Day 3 as to Sitesh Bansi Patel held on 3/8/2017 (Court Reporter Bridget Dickert) (lml) (Entered: 03/09/2017),gpt-4o-mini-2024-07-18,363,3,Minute Entry,Minute Entry
7126218-28548503-30636590,"Proposed Jury Instructions by Sitesh Bansi Patel (Hall, Patrick)",gpt-4o-mini-2024-07-18,322,6,Proposed Court Filings,Proposed Court Filings
7126218-28548502-30636589,"EXHIBIT LIST - Jury Trial - Day 2 as to Sitesh Bansi Patel. (flc) (Additional attachments added on 3/14/2017: # 1 Government Exhibit # A1, # 2 Government Exhibit # A2 - Part 1, # 3 Government Exhibit # A2 - Part 2, # 4 Government Exhibit # A1 - Part 3, # 5 Government Exhibit # A3, # 6 Government Exhibit # A4, # 7 Government Exhibit # 21, # 8 Government Exhibit # 22, # 9 Government Exhibit # 23, # 10 Government Exhibit # 24, # 11 Government Exhibit # 25, # 12 Government Exhibit # 26, # 13 Government Exhibit # 27, # 14 Government Exhibit # 28, # 15 Government Exhibit # 29, # 16 Government Exhibit # 30, # 17 Government Exhibit # 31, # 18 Government Exhibit # 32, # 19 Government Exhibit # 33, # 20 Government Exhibit # 34, # 21 Government Exhibit # 35, # 22 Government Exhibit # 36, # 23 Government Exhibit # 37, # 24 Government Exhibit # 38, # 25 Government Exhibit # 39, # 26 Government Exhibit # 40, # 27 Government Exhibit # 41, # 28 Government Exhibit # 42, # 29 Government Exhibit # 43, # 30 Government Exhibit # 44, # 31 Defense Exhibit # 1, # 32 Defense Exhibit # 2, # 33 Defense Exhibit # 3, # 34 Defense Exhibit # 4, # 35 Defense Exhibit # 5, # 36 Defense Exhibit # 6, # 37 Defense Exhibit # 7, # 38 Defense Exhibit # 8, # 39 Defense Exhibit # 9, # 40 Defense Exhibit # 10, # 41 Defense Exhibit # 11); Defense Exhibits # 13, # 14 and # 15 are located in the Abingdon Clerk's Office Vault (flc). (Additional attachment(s) added on 3/31/2017: # 42 Return of Evidence to Case Agent - Government's Exhibit B1 and B2) (lml). (Entered: 03/08/2017)",gpt-4o-mini-2024-07-18,802,2,Other,Other
7126218-28548501-30636588,"Minute Entry for proceedings held before Judge James P. Jones:Jury Trial - Day 2 as to Sitesh Bansi Patel held on 3/7/2017. Defendant remained on bond. (Court Reporter Bridget Dickert, OCR) (flc) (Entered: 03/08/2017)",gpt-4o-mini-2024-07-18,371,3,Minute Entry,Minute Entry
7126218-28548500-30636587,"EXHIBIT LIST - Jury Trial - Day 1 as to Sitesh Bansi Patel (lml) # 1 Government's Exhibit #1, # 2 Government's Exhibit #2, # 3 Government's Exhibit #3, # 4 Government's Exhibit #4, # 5 Government's Exhibit #5, # 6 Government's Exhibit #6, # 7 Government's Exhibit #7, # 8 Government's Exhibit #8, # 9 Government's Exhibit #9, # 10 Government's Exhibit #10, # 11 Government's Exhibit #11, # 12 Government's Exhibit #12) # 13 Government Exhibit #13, # 14 Government Exhibit #14, # 15 Government Exhibit #15, # 16 Government's Exhibit #16, # 17 Government's Exhibit #17, # 18 Government's Exhibit #18, # 19 Government's Exhibit #19, # 20 Government's Exhibit #20 (lml).",gpt-4o-mini-2024-07-18,509,2,Other,Other
7126218-28548499-30636586,"Minute Entry for proceedings held before Judge James P. Jones:Jury Trial - Day 1 as to Sitesh Bansi Patel held on 3/6/2017 Sitesh Bansi Patel (1) on Counts 1,2,3-5 (Court Reporter Janelle Mundy, Bridget Dickert) (lml)",gpt-4o-mini-2024-07-18,376,3,Minute Entry,Minute Entry
7126218-28548497-30636584,"Brief/Memorandum in Support by Sitesh Bansi Patel re 65 MOTION to Dismiss Indictment Due to the Presentation of False Testimony to the Grand Juru (Supplement Identifying Page Numbers) (Hall, Patrick)",gpt-4o-mini-2024-07-18,355,7,Brief / Memorandum of Law,Brief / Memorandum of Law
7126218-28548496-30636583,ORDER fixing trial procedures as to Sitesh Bansi Patel. Signed by Judge James P. Jones on 2/22/17. (ejs),gpt-4o-mini-2024-07-18,338,2,Order,Order
7126218-28548495-30636582,"Minute Entry for proceedings held before Judge James P. Jones:Motion Hearing as to Sitesh Bansi Patel held on 2/21/2017 re 64 MOTION to Dismiss Counts One and Two Due to Duplicity filed by Sitesh Bansi Patel, 65 MOTION to Dismiss Indictment Due to the Presentation of False Testimony to the Grand Jury filed by Sitesh Bansi Patel (Court Reporter Bridget Dickert, OCR) (lml)",gpt-4o-mini-2024-07-18,404,3,Minute Entry,Minute Entry
7126218-28548494-30636581,"Sealed Document - Grand Jury Testimony Transcript and Exhibits in support of Motion to Dismiss due to False Testimony (Attachments: # 1 Part 2, # 2 Part 3, # 3 Part 4)(ejs)",gpt-4o-mini-2024-07-18,358,2,Multiple,Reply / Response
7126218-28548493-30636580,"FTR Log Notes as to Sitesh Bansi Patel for Pretrial Conference in the Abingdon Division in CR2 held before Judge Pamela Meade Sargent on 2/21/17. In accordance with 28 USC 753(b), I certify that I monitored the digital recording of this proceeding and that it is a true and correct record, that it is sufficiently intelligible when played on the FTR (For the Record) Player, and that it can be transcribed without undue difficulty. FTR Operator: Ella Surber (ejs)",gpt-4o-mini-2024-07-18,419,2,Report,Report
